id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
4853,0.544,0.546,0.512,0.902,0.317,0.003,0.172,0.738,0.575,0.266,18.302
4854,0.474,0.340,0.503,0.542,0.571,0.173,0.111,0.545,0.621,0.515,14.086
4855,0.919,0.409,0.968,0.656,0.478,0.953,0.716,0.074,0.127,0.507,25.179
4856,0.501,0.461,0.944,0.783,0.331,0.650,0.054,0.043,0.002,0.114,21.624
4857,0.578,0.944,0.149,0.355,0.351,0.464,0.286,0.802,0.754,0.907,18.549
4858,0.056,0.522,0.601,0.251,0.899,0.424,0.867,0.411,0.957,0.469,7.409
4859,0.371,0.688,0.691,0.863,0.602,0.177,0.443,0.306,0.676,0.151,19.778
4860,0.535,0.106,0.279,0.390,0.935,0.556,0.071,0.990,0.398,0.366,11.315
4861,0.021,0.499,0.452,0.168,0.243,0.370,0.877,0.402,0.944,0.444,3.648
4862,0.613,0.667,0.710,0.711,0.825,0.403,0.347,0.496,0.852,0.203,21.821
4863,0.667,0.953,0.755,0.509,0.416,0.686,0.466,0.522,0.043,0.644,17.711
4864,0.220,0.086,0.497,0.454,0.923,0.294,0.982,0.673,0.536,0.138,9.934
4865,0.314,0.757,0.063,0.739,0.890,0.381,0.374,0.909,0.015,0.294,23.449
4866,0.174,0.245,0.235,0.633,0.999,0.020,0.519,0.971,0.139,0.382,15.597
4867,0.751,0.628,0.030,0.974,0.418,0.324,0.173,0.804,0.767,0.380,24.355
4868,0.697,0.044,0.541,0.393,0.595,0.262,0.214,0.969,0.478,0.894,7.623
4869,0.580,0.046,0.568,0.611,0.255,0.151,0.946,0.166,0.252,0.749,7.966
4870,0.421,0.403,0.075,0.611,0.749,0.063,0.820,0.883,0.623,0.513,18.265
4871,0.893,0.267,0.176,0.191,0.486,0.170,0.789,0.963,0.208,0.443,13.479
4872,0.585,0.725,0.106,0.858,0.486,0.516,0.490,0.909,0.232,0.405,23.025
4873,0.209,0.976,0.357,0.404,0.161,0.630,0.924,0.621,0.665,0.206,9.974
4874,0.456,0.670,0.639,0.117,0.011,0.591,0.637,0.205,0.816,0.071,10.202
4875,0.222,0.168,0.334,0.586,0.336,0.539,0.667,0.087,0.490,0.566,8.164
4876,0.828,0.721,0.988,0.164,0.356,0.842,0.012,0.800,0.763,0.972,18.873
4877,0.415,0.492,0.567,0.662,0.276,0.861,0.586,0.692,0.550,0.036,13.498
4878,0.951,0.183,0.588,0.797,0.773,0.130,0.534,0.695,0.325,0.248,17.255
4879,0.869,0.534,0.740,0.339,0.533,0.988,0.658,0.297,0.414,0.425,17.564
4880,0.745,0.967,0.135,0.469,0.056,0.391,0.931,0.597,0.685,0.175,16.175
4881,0.740,0.917,0.843,0.832,0.642,0.335,0.650,0.478,0.199,0.187,23.682
4882,0.549,0.561,0.361,0.124,0.095,0.510,0.002,0.569,0.231,0.507,9.376
4883,0.368,0.954,0.646,0.196,0.232,0.784,0.827,0.778,0.961,0.549,11.659
4884,0.249,0.782,0.477,0.802,0.050,0.919,0.454,0.194,0.533,0.066,13.682
4885,0.054,0.712,0.010,0.424,0.849,0.865,0.519,0.378,0.052,0.797,14.838
4886,0.370,0.425,0.816,0.747,0.344,0.029,0.204,0.944,0.862,0.705,16.158
4887,0.538,0.180,0.514,0.164,0.642,0.841,0.028,0.379,0.086,0.635,8.097
4888,0.680,0.776,0.286,0.288,0.857,0.087,0.594,0.962,0.916,0.562,16.677
4889,0.759,0.991,0.775,0.602,0.381,0.342,0.891,0.237,0.356,0.604,17.472
4890,0.665,0.715,0.634,0.088,0.282,0.815,0.881,0.935,0.647,0.656,12.308
4891,0.080,0.929,0.794,0.313,0.691,0.743,0.541,0.305,0.206,0.575,11.496
4892,0.937,0.141,0.085,0.947,0.652,0.189,0.369,0.883,0.047,0.689,20.332
4893,0.530,0.558,0.937,0.024,0.659,0.855,0.412,0.092,0.868,0.154,13.590
4894,0.385,0.979,0.941,0.857,0.420,0.178,0.169,0.945,0.547,0.928,23.308
4895,0.269,0.160,0.397,0.753,0.357,0.743,0.607,0.272,0.988,0.622,11.476
4896,0.621,0.268,0.924,0.004,0.933,0.727,0.041,0.732,0.475,0.016,14.293
4897,0.321,0.527,0.102,0.102,0.919,0.483,0.391,0.328,0.469,0.554,12.651
4898,0.342,0.711,0.594,0.641,0.331,0.861,0.419,0.356,0.380,0.040,15.149
4899,0.895,0.307,0.399,0.267,0.421,0.862,0.160,0.546,0.525,0.466,13.728
4900,0.921,0.090,0.035,0.582,0.509,0.779,0.939,0.336,0.088,0.445,14.428
4901,0.189,0.796,0.068,0.056,0.678,0.387,0.379,0.185,0.872,0.493,12.996
4902,0.690,0.623,0.350,0.391,0.123,0.598,0.614,0.935,0.462,0.564,15.818
4903,0.666,0.585,0.068,0.459,0.787,0.256,0.810,0.311,0.463,0.805,20.674
4904,0.750,0.081,0.942,0.361,0.717,0.097,0.137,0.032,0.339,0.738,13.020
4905,0.005,0.426,0.288,0.449,0.994,0.519,0.984,0.307,0.050,0.971,9.428
4906,0.965,0.904,0.239,0.328,0.773,0.962,0.758,0.826,0.882,0.560,12.988
4907,0.947,0.326,0.511,0.383,0.875,0.636,0.321,0.011,0.634,0.984,16.417
4908,0.096,0.709,0.644,0.106,0.670,0.335,0.920,0.988,0.448,0.235,4.588
4909,0.491,0.301,0.612,0.076,0.881,0.396,0.505,0.255,0.336,0.278,8.515
4910,0.453,0.590,0.622,0.961,0.700,0.705,0.131,0.419,0.868,0.862,22.172
4911,0.381,0.365,0.673,0.722,0.693,0.754,0.849,0.526,0.712,0.677,16.772
4912,0.148,0.921,0.883,0.641,0.467,0.349,0.909,0.856,0.182,0.693,16.139
4913,0.076,0.951,0.587,0.908,0.919,0.553,0.537,0.913,0.411,0.507,16.535
4914,0.966,0.636,0.971,0.892,0.880,0.328,0.563,0.054,0.355,0.968,26.758
4915,0.044,0.924,0.320,0.825,0.081,0.417,0.694,0.333,0.688,0.141,9.728
4916,0.314,0.014,0.719,0.850,0.270,0.138,0.000,0.381,0.746,0.419,12.255
4917,0.142,0.835,0.589,0.438,0.964,0.676,0.353,0.934,0.754,0.902,13.541
4918,0.347,0.814,0.163,0.072,0.928,0.110,0.803,0.879,0.830,0.417,16.246
4919,0.325,0.245,0.798,0.335,0.248,0.659,0.166,0.382,0.242,0.209,9.191
4920,0.708,0.588,0.916,0.478,0.532,0.888,0.855,0.899,0.823,0.143,20.932
4921,0.969,0.049,0.466,0.161,0.493,0.181,0.322,0.052,0.405,0.719,5.246
4922,0.302,0.572,0.710,0.710,0.091,0.837,0.256,0.398,0.233,0.821,15.285
4923,0.259,0.223,0.900,0.253,0.187,0.941,0.843,0.666,0.372,0.719,10.378
4924,0.766,0.694,0.804,0.607,0.486,0.315,0.732,0.057,0.302,0.099,20.606
4925,0.435,0.683,0.342,0.507,0.889,0.131,0.339,0.184,1.000,0.707,17.093
4926,0.689,0.221,0.108,0.964,0.863,0.686,0.829,0.798,0.847,0.313,20.939
4927,0.474,0.967,0.148,0.470,0.523,0.928,0.647,0.380,0.832,0.134,19.020
4928,0.125,0.216,0.053,0.310,0.708,0.941,0.762,0.022,0.245,0.145,13.142
4929,0.398,0.585,0.527,0.370,0.036,0.408,0.126,0.658,0.353,0.119,11.017
4930,0.224,0.709,0.025,0.756,0.814,0.115,0.215,0.649,0.332,0.674,22.127
4931,0.181,0.070,0.201,0.540,0.724,0.724,0.431,0.726,0.936,0.625,9.360
4932,0.093,0.940,0.253,0.727,0.694,0.843,0.313,0.836,0.764,0.411,14.369
4933,0.790,0.622,0.756,0.462,0.878,0.003,0.219,0.273,0.582,0.290,21.606
4934,0.388,0.915,0.285,0.320,0.728,0.854,0.512,0.866,0.985,0.798,16.351
4935,0.415,0.639,0.349,0.373,0.130,0.943,0.058,0.273,0.922,0.255,11.812
4936,0.921,0.645,0.369,0.800,0.526,0.462,0.088,0.934,0.888,0.806,19.386
4937,0.587,0.053,0.349,0.442,0.382,0.635,0.362,0.056,0.899,0.212,6.480
4938,0.854,0.731,0.734,0.954,0.226,0.808,0.099,0.330,0.323,0.339,22.617
4939,0.599,0.004,0.807,0.195,0.110,0.394,0.714,0.442,0.297,0.809,5.611
4940,0.458,0.873,0.512,0.861,0.234,0.363,0.307,0.365,0.638,0.560,20.561
4941,0.815,0.743,0.853,0.033,0.413,0.334,0.979,0.348,0.148,0.674,13.974
4942,0.157,0.045,0.851,0.438,0.492,0.841,0.283,0.664,0.299,0.661,9.058
4943,0.718,0.617,0.830,0.878,0.690,0.913,0.926,0.561,0.952,0.806,22.508
4944,0.225,0.451,0.260,0.358,0.689,0.012,0.350,0.949,0.953,0.759,11.602
4945,0.954,0.064,0.458,0.173,0.615,0.911,0.721,0.395,0.055,0.512,7.573
4946,0.758,0.992,0.355,0.662,0.026,0.664,0.225,0.039,0.783,0.636,13.965
4947,0.669,0.082,0.416,0.394,0.742,0.890,0.564,0.700,0.924,0.081,10.342
4948,0.749,0.031,0.696,0.995,0.656,0.374,0.991,0.821,0.699,0.389,14.561
4949,0.301,0.227,0.788,0.740,0.546,0.083,0.355,0.580,0.031,0.291,12.577
4950,0.349,0.700,0.649,0.602,0.361,0.315,0.379,0.837,0.009,0.624,16.436
4951,0.536,0.256,0.651,0.706,0.218,0.603,0.501,0.259,0.250,0.605,11.874
4952,0.957,0.182,0.221,0.004,0.640,0.309,0.390,0.806,0.200,0.943,8.971
4953,0.833,0.397,0.097,0.020,0.102,0.228,0.206,0.623,0.531,0.279,12.728
4954,0.932,0.233,0.460,0.247,0.987,0.533,0.616,0.970,0.550,0.581,14.944
4955,0.871,0.520,0.858,0.207,0.907,0.556,0.158,0.519,0.833,0.212,18.002
4956,0.474,0.125,0.831,0.049,0.653,0.153,0.412,0.662,0.267,0.534,8.486
4957,0.827,0.784,0.966,0.187,0.191,0.832,0.140,0.531,0.337,0.537,14.146
4958,0.709,0.805,0.826,0.927,0.156,0.362,0.984,0.515,0.795,0.105,21.715
4959,0.112,0.113,0.771,0.803,0.826,0.670,0.213,0.145,0.378,0.838,12.676
4960,0.191,0.741,0.322,0.193,0.713,0.571,0.778,0.686,0.242,0.399,10.936
4961,0.918,0.751,0.963,0.012,0.070,0.753,0.970,0.444,0.569,0.401,12.113
4962,0.256,0.668,0.330,0.597,0.131,0.957,0.741,0.707,0.894,0.085,12.200
4963,0.917,0.057,0.588,0.925,0.462,0.941,0.253,0.962,0.768,0.593,15.375
4964,0.038,0.023,0.538,0.332,0.438,0.550,0.663,0.433,0.236,0.062,5.808
4965,0.732,0.946,0.090,0.468,0.306,0.390,0.462,0.067,0.288,0.479,18.010
4966,0.734,0.448,0.019,0.797,0.483,0.724,0.124,0.041,0.793,0.756,22.112
4967,0.768,0.839,0.591,0.562,0.006,0.575,0.976,0.426,0.528,0.784,16.272
4968,0.379,0.510,0.467,0.208,0.915,0.809,0.894,0.811,0.868,0.456,12.132
4969,0.381,0.843,0.784,0.037,1.000,0.767,0.361,0.881,0.558,0.596,14.377
4970,0.489,0.927,0.477,0.139,0.573,0.809,0.871,0.604,0.549,0.640,14.530
4971,0.108,0.413,0.804,0.266,0.334,0.621,0.100,0.320,0.861,0.596,7.173
4972,0.066,0.190,0.231,0.024,0.780,0.548,0.387,0.978,0.540,0.546,6.878
4973,0.121,0.097,0.523,0.051,0.835,0.288,0.070,0.449,0.959,0.426,5.830
4974,0.357,0.251,0.062,0.931,0.387,0.768,0.611,0.395,0.432,0.432,19.964
4975,0.199,0.559,0.441,0.998,0.595,0.214,0.370,0.860,0.787,0.263,16.792
4976,0.784,0.655,0.258,0.808,0.447,0.555,0.968,0.772,0.038,0.372,21.399
4977,0.993,0.093,0.413,0.274,0.870,0.913,0.975,0.834,0.176,0.241,11.998
4978,0.686,0.466,0.014,0.401,0.379,0.919,0.465,0.586,0.683,0.206,18.260
4979,0.257,0.092,0.380,0.450,0.899,0.857,0.283,0.917,0.465,0.822,9.940
4980,0.222,0.833,0.227,0.660,0.091,0.290,0.849,0.290,0.288,0.883,13.281
4981,0.096,0.467,0.326,0.113,0.376,0.779,0.754,0.538,0.192,0.451,5.898
4982,0.260,0.228,0.000,0.038,0.410,0.403,0.497,0.910,0.184,0.054,8.257
4983,0.967,0.942,0.776,0.952,0.193,0.624,0.286,0.972,0.438,0.451,14.330
4984,0.151,0.616,0.201,0.884,0.090,0.346,0.438,0.818,0.268,0.166,14.504
4985,0.024,0.307,0.224,0.689,0.512,0.585,0.721,0.788,0.241,0.463,11.414
4986,0.182,0.273,0.563,0.413,0.702,0.990,0.873,0.970,0.436,0.763,7.405
4987,0.876,0.252,0.031,0.785,0.322,0.515,0.965,0.224,0.929,0.189,18.548
4988,0.456,0.866,0.269,0.766,0.676,0.860,0.915,0.882,0.825,0.601,19.856
4989,0.553,0.746,0.371,0.657,0.629,0.066,0.518,0.370,0.602,0.753,20.707
4990,0.454,0.544,0.890,0.329,0.147,0.414,0.581,0.604,0.911,0.135,12.128
4991,0.825,0.337,0.922,0.643,0.431,0.672,0.134,0.430,0.952,0.135,20.199
4992,0.384,0.086,0.077,0.950,0.919,0.356,0.119,0.994,0.247,0.278,18.642
4993,0.062,0.384,0.899,0.864,0.088,0.017,0.207,0.624,0.042,0.498,14.393
4994,0.399,0.075,0.936,0.850,0.733,0.557,0.158,0.711,0.458,0.828,15.503
4995,0.485,0.114,0.180,0.698,0.069,0.671,0.423,0.792,0.362,0.816,9.796
4996,0.579,0.726,0.140,0.720,0.325,0.236,0.371,0.196,0.533,0.455,20.378
4997,0.098,0.529,0.200,0.335,0.764,0.717,0.851,0.259,0.231,0.615,11.581
4998,0.728,0.647,0.003,0.121,0.116,0.362,0.640,0.702,0.087,0.985,17.415
4999,0.850,0.938,0.955,0.162,0.786,0.828,0.326,0.690,0.323,0.723,16.300
5000,0.584,0.317,0.874,0.032,0.744,0.201,0.030,0.515,0.629,0.810,13.157
5001,0.508,0.576,0.247,0.671,0.463,0.824,0.640,0.000,0.251,0.830,20.078
5002,0.416,0.741,0.977,0.348,0.544,0.077,0.532,0.630,0.158,0.359,19.493
5003,0.694,0.458,0.175,0.026,0.285,0.516,0.131,0.832,0.609,0.337,11.969
5004,0.586,0.226,0.929,0.015,0.001,0.851,0.789,0.744,0.906,0.692,7.544
5005,0.521,0.847,0.537,0.860,0.582,0.380,0.114,0.698,0.014,0.888,21.597
5006,0.866,0.895,0.410,0.040,0.849,0.357,0.933,0.180,0.851,0.313,11.884
5007,0.138,0.778,0.779,0.030,0.859,0.415,0.110,0.526,0.266,0.243,8.420
5008,0.212,0.743,0.373,0.531,0.890,0.584,0.042,0.216,0.242,0.527,15.084
5009,0.043,0.174,0.005,0.615,0.951,0.935,0.922,0.030,0.254,0.840,16.412
5010,0.394,0.300,0.993,0.513,0.360,0.896,0.756,0.339,0.719,0.833,16.325
5011,0.531,0.545,0.433,0.354,0.019,0.884,0.780,0.190,0.230,0.079,9.617
5012,0.549,0.400,0.714,0.852,0.630,0.409,0.439,0.298,0.713,0.823,17.982
5013,0.348,0.615,0.858,0.448,0.583,0.795,0.538,0.911,0.442,0.332,15.876
5014,0.943,0.986,0.160,0.165,0.780,0.731,0.666,0.588,0.618,0.872,8.832
5015,0.713,0.779,0.775,0.785,0.796,0.658,0.308,0.702,0.003,0.995,24.302
5016,0.764,0.521,0.859,0.578,0.411,0.942,0.487,0.920,0.274,0.293,19.935
5017,0.177,0.957,0.147,0.377,0.456,0.891,0.261,0.810,0.210,0.924,13.147
5018,0.815,0.254,0.552,0.265,0.087,0.436,0.050,0.908,0.356,0.940,10.586
5019,0.734,0.272,0.183,0.625,0.957,0.873,0.830,0.003,0.419,0.362,19.042
5020,0.673,0.453,0.184,0.851,0.439,0.057,0.930,0.642,0.422,0.197,18.702
5021,0.982,0.779,0.437,0.745,0.447,0.450,0.445,0.953,0.821,0.586,17.105
5022,0.897,0.384,0.304,0.578,0.871,0.049,0.006,0.153,0.530,0.986,19.792
5023,0.877,0.137,0.947,0.158,0.082,0.859,0.265,0.081,0.335,0.887,9.251
5024,0.674,0.725,0.633,0.989,0.929,0.663,0.936,0.119,0.744,0.701,24.291
5025,0.574,0.404,0.407,0.826,0.189,0.537,0.045,0.719,0.172,0.356,16.609
5026,0.704,0.634,0.276,0.698,0.895,0.877,0.655,0.092,0.837,0.284,21.147
5027,0.734,0.180,0.133,0.955,0.540,0.646,0.612,0.156,0.111,0.007,20.535
5028,0.274,0.145,0.194,0.199,0.352,0.882,0.868,0.745,0.882,0.830,6.001
5029,0.988,0.070,0.929,0.194,0.275,0.609,0.496,0.647,0.886,0.560,9.586
5030,0.907,0.836,0.499,0.435,0.554,0.298,0.999,0.573,0.976,0.384,13.776
5031,0.210,0.398,0.935,0.981,0.699,0.871,0.228,0.435,0.081,0.785,21.401
5032,0.392,0.287,0.164,0.819,0.911,0.748,0.032,0.766,0.946,0.079,17.748
5033,0.034,0.574,0.221,0.833,0.988,0.099,0.106,0.498,0.193,0.466,16.673
5034,0.004,0.357,0.239,0.106,0.851,0.733,0.562,0.550,0.620,0.549,7.183
5035,0.743,0.017,0.627,0.122,0.770,0.656,0.216,0.501,0.418,0.326,6.257
5036,0.096,0.650,0.949,0.948,0.520,0.497,0.880,0.090,0.489,0.424,17.088
5037,0.404,0.104,0.975,0.202,0.637,0.718,0.503,0.921,0.616,0.008,10.660
5038,0.277,0.188,0.936,0.968,0.734,0.680,0.759,0.793,0.368,0.588,16.941
5039,0.421,0.409,0.508,0.614,0.112,0.304,0.771,0.382,0.187,0.191,13.298
5040,0.893,0.744,0.477,0.039,0.589,0.209,0.758,0.501,0.518,0.144,12.291
5041,0.267,0.037,0.692,0.908,0.409,0.827,0.153,0.314,0.975,0.072,13.094
5042,0.618,0.139,0.636,0.516,0.606,0.095,0.519,0.923,0.027,0.002,12.434
5043,0.204,0.841,0.559,0.062,0.983,0.599,0.607,0.901,0.360,0.637,11.281
5044,0.728,0.462,0.142,0.902,0.695,0.062,0.650,0.071,0.480,0.988,24.426
5045,0.602,0.714,0.018,0.789,0.171,0.358,0.549,0.097,0.884,0.777,23.276
5046,0.037,0.626,0.835,0.593,0.094,0.612,0.756,0.023,0.060,0.752,9.373
5047,0.660,0.068,0.895,0.048,0.362,0.338,0.409,0.132,0.802,0.421,5.478
5048,0.711,0.318,0.413,0.932,0.855,0.883,0.885,0.089,0.930,0.489,20.534
5049,0.551,0.535,0.133,0.740,0.641,0.001,0.638,0.463,0.224,0.952,22.661
5050,0.458,0.152,0.215,0.865,0.937,0.417,0.404,0.006,0.720,0.738,15.029
5051,0.527,0.697,0.055,0.604,0.700,0.584,0.361,0.881,0.879,0.915,20.445
5052,0.970,0.064,0.675,0.432,0.455,0.515,0.267,0.927,0.995,0.891,9.867
5053,0.939,0.301,0.639,0.048,0.180,0.982,0.403,0.962,0.158,0.869,9.920
5054,0.532,0.387,0.270,0.154,0.243,0.173,0.662,0.214,0.748,0.882,8.609
5055,0.622,0.263,0.264,0.902,0.365,0.589,0.541,0.955,0.511,0.968,16.523
5056,0.201,0.138,0.554,0.958,0.965,0.685,0.423,0.949,0.646,0.701,14.534
5057,0.304,0.005,0.589,0.950,0.832,0.710,0.626,0.167,0.543,0.513,12.318
5058,0.684,0.139,0.654,0.921,0.848,0.843,0.734,0.673,0.974,0.613,17.336
5059,0.661,0.841,0.823,0.226,0.188,0.346,0.215,0.402,0.001,0.533,16.124
5060,0.760,0.423,0.636,0.385,0.266,0.888,0.151,0.415,0.317,0.682,12.244
5061,0.271,0.811,0.766,0.277,0.245,0.366,0.701,0.902,0.040,0.594,12.692
5062,0.202,0.625,0.574,0.221,0.922,0.226,0.231,0.820,0.770,0.602,13.608
5063,0.312,0.938,0.105,0.648,0.161,0.738,0.990,0.674,0.812,0.466,16.999
5064,0.078,0.812,0.485,0.459,0.072,0.733,0.574,0.397,0.623,0.811,6.348
5065,0.157,0.371,0.773,0.774,0.307,0.227,0.417,0.761,0.348,0.109,11.315
5066,0.552,0.819,0.707,0.858,0.273,0.589,0.271,0.542,0.353,0.119,20.803
5067,0.395,0.640,0.006,0.707,0.609,0.649,0.243,0.796,0.313,0.515,22.567
5068,0.935,0.856,0.082,0.313,0.133,0.904,0.505,0.818,0.755,0.860,12.446
5069,0.508,0.670,0.407,0.397,0.071,0.883,0.350,0.737,0.971,0.049,12.885
5070,0.805,0.877,0.610,0.183,0.580,0.203,0.014,0.170,0.541,0.314,13.853
5071,0.088,0.395,0.623,0.040,0.801,0.150,0.258,0.789,0.957,0.509,5.626
5072,0.893,0.165,0.755,0.026,0.567,0.920,0.038,0.433,0.073,0.079,8.796
5073,0.786,0.395,0.044,0.288,0.083,0.396,0.911,0.050,0.764,0.699,17.773
5074,0.950,0.084,0.987,0.493,0.310,0.066,0.926,0.435,0.104,0.512,14.527
5075,0.909,0.980,0.863,0.213,0.949,0.921,0.970,0.832,0.178,0.984,12.787
5076,0.654,0.234,0.437,0.451,0.621,0.162,0.476,0.565,0.960,0.583,13.446
5077,0.623,0.424,0.574,0.832,0.621,0.578,0.088,0.416,0.451,0.344,17.176
5078,0.289,0.856,0.776,0.814,0.248,0.321,0.400,0.186,0.581,0.626,17.998
5079,0.913,0.996,0.392,0.303,0.354,0.118,0.817,0.372,0.009,0.959,9.086
5080,0.900,0.826,0.260,0.364,0.876,0.785,0.765,0.628,0.841,0.790,16.490
5081,0.711,0.681,0.513,0.691,0.675,0.535,0.006,0.660,0.894,0.330,19.799
5082,0.564,0.040,0.605,0.565,0.148,0.770,0.194,0.768,0.599,0.221,8.676
5083,0.799,0.887,0.303,0.754,0.097,0.607,0.870,0.160,0.016,0.792,17.782
5084,0.176,0.576,0.762,0.343,0.969,0.882,0.878,0.271,0.574,0.927,13.085
5085,0.045,0.862,0.234,0.243,0.203,0.246,0.276,0.800,0.633,0.533,7.366
5086,0.984,0.860,0.645,0.410,0.038,0.879,0.669,0.380,0.061,0.574,7.844
5087,0.265,0.939,0.475,0.480,0.140,0.034,0.364,0.145,0.547,0.111,13.005
5088,0.320,0.468,0.238,0.432,0.200,0.800,0.020,0.819,0.706,0.009,10.620
5089,0.762,0.860,0.466,0.337,0.496,0.513,0.305,0.912,0.766,0.942,12.904
5090,0.623,0.591,0.473,0.351,0.622,0.196,0.123,0.168,0.030,0.264,15.938
5091,0.507,0.710,0.955,0.232,0.031,0.665,0.198,0.557,0.176,0.160,16.120
5092,0.878,0.352,0.833,0.973,0.006,0.370,0.515,0.062,0.173,0.323,20.406
5093,0.079,0.399,0.867,0.106,0.538,0.738,0.538,0.558,0.377,0.083,6.579
5094,0.517,0.014,0.526,0.831,0.743,0.509,0.451,0.969,0.249,0.871,12.834
5095,0.462,0.935,0.287,0.909,0.105,0.228,0.396,0.426,0.690,0.197,22.050
5096,0.880,0.899,0.563,0.637,0.749,0.739,0.399,0.438,0.538,0.212,16.652
5097,0.150,0.028,0.380,0.213,0.185,0.191,0.562,0.077,0.139,0.312,4.869
5098,0.113,0.980,0.086,0.624,0.362,0.900,0.458,0.835,0.918,0.010,15.771
5099,0.865,0.579,0.759,0.277,0.290,0.817,0.648,0.391,0.900,0.351,16.263
5100,0.440,0.902,0.837,0.124,0.033,0.138,0.366,0.761,0.187,0.877,11.338
5101,0.074,0.981,0.843,0.937,0.062,0.852,0.840,0.384,0.105,0.984,14.163
5102,0.084,0.832,0.572,0.971,0.409,0.947,0.158,0.308,0.336,0.716,15.021
5103,0.929,0.114,0.306,0.867,0.944,0.083,0.395,0.030,0.744,0.857,18.300
5104,0.808,0.265,0.100,0.019,0.029,0.894,0.473,0.232,0.509,0.799,9.862
5105,0.616,0.264,0.655,0.555,0.906,0.226,0.795,0.235,0.137,0.974,16.257
5106,0.397,0.584,0.460,0.534,0.515,0.359,0.296,0.358,0.210,0.050,13.233
5107,0.435,0.539,0.524,0.407,0.854,0.938,0.770,0.342,0.312,0.721,16.068
5108,0.134,0.470,0.186,0.115,0.229,0.535,0.402,0.347,0.430,0.825,6.746
5109,0.855,0.598,0.455,0.292,0.214,0.761,0.669,0.477,0.742,0.842,13.321
5110,0.488,0.997,0.797,0.413,0.677,0.332,0.887,0.793,0.020,0.815,20.086
5111,0.050,0.186,0.160,0.259,0.391,0.660,0.296,0.692,0.276,0.736,8.008
5112,0.145,0.441,0.799,0.009,0.060,0.494,0.034,0.558,0.965,0.819,3.470
5113,0.757,0.527,0.869,0.181,0.902,0.570,0.395,0.530,1.000,0.186,18.844
5114,0.066,0.468,0.815,0.245,0.070,0.924,0.522,0.977,0.269,0.483,3.863
5115,0.244,0.913,0.390,0.132,0.974,0.835,0.725,0.508,0.765,0.253,11.748
5116,0.469,0.357,0.150,0.170,0.984,0.034,0.220,0.381,0.640,0.030,13.966
5117,0.691,0.987,0.679,0.955,0.691,0.961,0.748,0.892,0.333,0.132,21.723
5118,0.695,0.729,0.287,0.252,0.072,0.829,0.356,0.225,0.406,0.308,13.388
5119,0.878,0.273,0.803,0.803,0.989,0.291,0.822,0.888,0.356,0.171,21.209
5120,0.410,0.932,0.909,0.177,0.660,0.904,0.817,0.206,0.338,0.312,15.115
5121,0.147,0.871,0.380,0.144,0.397,0.648,0.695,0.155,0.292,0.762,7.279
5122,0.438,0.422,0.456,0.676,0.057,0.697,0.727,0.418,0.405,0.084,11.998
5123,0.038,0.729,0.690,0.438,0.330,0.663,0.795,0.936,0.136,0.832,8.789
5124,0.100,0.172,0.000,0.357,0.582,0.988,0.296,0.174,0.448,0.251,12.205
5125,0.054,0.043,0.334,0.156,0.044,0.400,0.571,0.987,0.472,0.882,2.991
5126,0.900,0.561,0.465,0.282,0.488,0.826,0.138,0.285,0.156,0.536,16.113
5127,0.680,0.077,0.725,0.420,0.575,0.867,0.629,0.747,0.015,0.453,9.351
5128,0.007,0.064,0.761,0.488,0.906,0.311,0.395,0.433,0.162,0.852,11.600
5129,0.290,0.620,0.283,0.078,0.014,0.150,0.982,0.543,0.390,0.490,8.389
5130,0.019,0.600,0.588,0.885,0.059,0.507,0.758,0.812,0.855,0.188,10.897
5131,0.344,0.388,0.787,0.358,0.345,0.818,0.700,0.514,0.237,0.137,10.176
5132,0.444,0.932,0.758,0.895,0.180,0.336,0.872,0.551,0.628,0.353,21.317
5133,0.772,0.347,0.214,0.843,0.590,0.605,0.057,0.932,0.264,0.271,19.785
5134,0.585,0.491,0.802,0.197,0.629,0.791,0.643,0.932,0.552,0.835,14.507
5135,0.913,0.927,0.077,0.059,0.602,0.992,0.482,0.144,0.806,0.825,11.563
5136,0.898,0.957,0.464,0.221,0.033,0.887,0.076,0.420,0.808,0.595,6.661
5137,0.953,0.299,0.116,0.816,0.330,0.567,0.704,0.401,0.563,0.007,20.714
5138,0.592,0.772,0.108,0.980,0.531,0.159,0.512,0.285,0.632,0.846,25.793
5139,0.688,0.278,0.883,0.940,0.873,0.136,0.407,0.742,0.839,0.424,22.589
5140,0.914,0.543,0.334,0.977,0.909,0.461,0.297,0.210,0.137,0.215,25.315
5141,0.274,0.876,0.868,0.350,0.494,0.300,0.124,0.549,0.562,0.460,16.499
5142,0.101,0.134,0.022,0.097,0.517,0.325,0.920,0.873,0.172,0.288,8.351
5143,0.104,0.434,0.001,0.705,0.106,0.669,0.676,0.615,0.312,0.904,15.053
5144,0.764,0.295,0.454,0.966,0.251,0.883,0.728,0.417,0.695,0.578,18.126
5145,0.518,0.390,0.527,0.934,0.676,0.515,0.939,0.854,0.571,0.485,18.595
5146,0.338,0.247,0.708,0.005,0.216,0.353,0.568,0.842,0.717,0.585,4.353
5147,0.935,0.429,0.729,0.853,0.402,0.964,0.424,0.841,0.721,0.822,21.274
5148,0.918,0.838,0.711,0.883,0.172,0.276,0.710,0.712,0.416,0.522,16.492
5149,0.191,0.867,0.481,0.793,0.697,0.373,0.157,0.920,0.215,0.669,17.222
