id,climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Se,goal
2076,-3,-8,0.59,0.10,0.65,0.4,-11,-6,-0.014,-0.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.023,-0.0011
2077,-200,-13,0.00,0.11,0.84,1.5,-10,-8,-0.022,-0.3,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.023,-0.0010
2078,-219,-26,-0.45,-0.10,0.77,0.8,-10,11,-0.011,0.7,0.021,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0007
2079,-40,-29,-0.55,0.01,0.62,-0.1,-11,9,0.003,-1.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.001,0.000,0.6,0.020,-0.0003
2080,51,-29,-0.25,0.06,0.55,-1.0,-12,3,0.029,-0.9,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,-0.001,0.000,0.6,0.021,-0.0006
2081,110,-26,0.28,0.16,0.51,-0.9,-12,2,0.016,-1.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.023,-0.0009
2082,13,-25,0.40,0.11,0.63,-0.5,-11,-9,0.009,0.7,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.023,-0.0011
2083,-100,-26,0.39,0.18,0.76,0.1,-11,-14,-0.009,-0.7,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.7,0.024,-0.0012
2084,-285,-34,-0.07,0.08,0.88,0.5,-10,-3,-0.022,-0.2,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.021,0.021,0.021,0.021,0.022,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,-0.002,0.000,0.6,0.022,-0.0004
2085,-83,-47,0.08,-0.01,0.66,-0.3,-11,6,0.023,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.6,0.020,-0.0007
2086,65,-47,0.39,-0.06,0.49,0.1,-11,13,0.021,-0.7,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.5,0.019,-0.0011
2087,246,-25,-0.47,0.04,0.36,0.8,-10,0,-0.017,0.0,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.6,0.021,-0.0008
2088,218,-22,-0.59,0.11,0.42,0.4,-11,-8,-0.015,-0.6,0.024,0.024,0.024,0.024,0.024,0.022,0.022,0.023,0.023,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.001,0.000,-0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0006
2089,94,-18,-0.61,0.21,0.57,-0.6,-12,-16,0.006,-1.1,0.025,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.001,0.000,0.7,0.024,-0.0005
2090,-525,-29,0.06,-0.22,1.08,-1.6,-13,-9,0.022,5.9,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.004,0.000,0.6,0.019,-0.0009
2091,265,-35,0.31,-0.04,0.28,-0.5,-11,16,-0.005,-1.6,0.020,0.020,0.020,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
2092,421,-28,0.26,0.07,0.15,-0.2,-11,13,-0.007,-1.0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.5,0.020,-0.0009
2093,438,-27,0.24,0.14,0.16,-0.2,-11,7,-0.007,-3.4,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.020,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.6,0.020,-0.0008
2094,380,-17,0.19,0.16,0.25,0.3,-11,-4,-0.006,-0.5,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.6,0.022,-0.0007
2095,279,-12,0.18,0.12,0.37,0.4,-11,-12,-0.003,0.6,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0014
2096,-2,-5,-0.13,0.20,0.66,0.7,-10,-21,-0.034,0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.024,-0.0007
2097,-311,-12,-0.70,-0.08,0.85,-0.4,-11,1,-0.003,2.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.020,0.000,0.000,-0.001,0.000,0.000,0.000,-0.001,0.000,0.001,0.000,0.000,0.000,-0.002,0.000,0.6,0.020,-0.0005
2098,-111,-25,0.33,0.07,0.68,-1.8,-13,0,0.023,-0.5,0.019,0.019,0.019,0.019,0.019,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0010
2099,-54,-28,0.56,0.11,0.64,-0.7,-12,-3,-0.012,-1.6,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0012
2100,-75,-29,0.43,0.07,0.65,0.0,-11,-2,-0.013,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0009
2101,-104,-31,0.22,0.09,0.69,0.4,-11,-6,-0.025,-0.4,0.018,0.018,0.018,0.019,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,-0.001,0.000,-0.003,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0010
2102,-70,-34,-0.07,-0.02,0.59,0.5,-11,13,-0.014,-0.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0006
2103,222,-22,0.28,0.03,0.35,0.3,-11,2,0.007,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.6,0.020,-0.0010
2104,-119,-16,-0.12,0.14,0.72,1.1,-10,-12,-0.019,0.0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0007
2105,-252,-19,-0.31,0.14,0.84,0.9,-10,-12,-0.017,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.020,0.020,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,-0.001,0.000,-0.003,0.000,-0.002,0.000,-0.001,0.000,0.000,0.000,0.6,0.022,-0.0009
2106,-319,-24,-0.35,-0.23,0.81,0.5,-10,7,0.005,5.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
2107,-36,-31,-0.34,-0.04,0.56,-0.4,-11,10,0.001,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0006
2108,68,-24,0.42,0.05,0.49,-0.6,-12,1,0.011,-0.2,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0010
2109,75,-22,0.55,0.05,0.49,0.2,-11,0,0.008,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.6,0.020,-0.0012
2110,-36,-21,0.17,0.13,0.62,1.0,-10,-9,-0.027,-0.7,0.020,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0011
2111,-140,-23,-0.15,0.12,0.71,1.0,-10,-9,-0.026,-0.1,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.002,0.000,0.6,0.021,-0.0005
2112,-247,-33,-0.39,0.21,0.82,-0.3,-11,-8,0.014,-1.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.021,0.021,0.022,0.022,0.022,0.022,0.022,-0.001,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,-0.002,0.000,-0.001,0.000,-0.001,0.000,0.6,0.022,-0.0004
2113,-338,-39,-0.17,-0.03,0.84,-0.7,-12,5,0.019,2.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.001,0.000,0.5,0.019,-0.0003
2114,-300,-45,0.11,0.01,0.82,-0.7,-12,2,0.024,0.4,0.020,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.001,0.000,-0.001,0.000,0.5,0.019,-0.0011
2115,-341,-55,0.47,0.37,0.99,0.2,-11,-30,-0.014,-3.6,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.023,0.023,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,-0.002,0.000,-0.002,0.000,0.7,0.024,-0.0012
2116,-514,-63,0.26,0.08,1.03,0.6,-10,-3,-0.022,1.4,0.019,0.019,0.019,0.019,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0011
2117,-545,-68,0.13,0.16,1.09,0.7,-10,-10,-0.026,-1.4,0.016,0.017,0.017,0.017,0.017,0.019,0.019,0.019,0.019,0.019,0.019,0.021,0.021,0.021,-0.002,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,0.6,0.021,-0.0010
2118,-550,-79,-0.18,-0.18,0.99,0.7,-10,13,-0.022,2.6,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.002,0.000,-0.002,0.000,0.5,0.017,-0.0003
2119,-3,-90,-0.24,-0.14,0.47,0.1,-11,22,0.023,-0.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.001,0.000,0.5,0.016,-0.0008
2120,298,-86,0.14,-0.15,0.19,-0.1,-11,22,0.025,-0.3,0.020,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.016,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.5,0.016,-0.0009
2121,304,-62,-0.04,0.10,0.30,0.4,-11,-8,-0.009,0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0.022,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.6,0.020,-0.0008
2122,388,-37,-0.05,0.05,0.20,-0.6,-12,-2,0.002,-0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.019,-0.0006
2123,272,-17,0.19,0.14,0.33,-0.5,-11,-9,0.012,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0009
2124,-3,-10,0.16,0.11,0.57,0.5,-11,-8,-0.010,0.1,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0010
2125,-17,-10,0.14,0.11,0.59,0.5,-10,-8,-0.010,0.0,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0009
2126,-32,-10,0.12,0.11,0.60,0.5,-10,-8,-0.010,-0.1,0.018,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,-0.002,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0010
2127,-107,-13,-0.12,0.02,0.62,0.6,-10,6,-0.016,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0005
2128,344,-6,0.21,-0.06,0.19,0.0,-11,11,0.016,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0007
2129,449,2,0.35,-0.05,0.09,0.3,-11,10,0.012,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0009
2130,609,22,0.30,-0.08,-0.05,1.1,-10,6,-0.015,1.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0010
2131,348,67,-0.41,0.21,0.32,0.9,-10,-26,-0.014,1.0,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.023,-0.0006
2132,-245,67,-0.23,0.14,0.80,-1.0,-12,-10,0.015,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0005
2133,-298,64,-0.14,0.14,0.85,-1.1,-12,-10,0.015,0.0,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0.000,-0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0004
2134,-403,57,0.06,0.12,0.94,-1.2,-12,-9,0.019,0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.002,0.000,0.6,0.021,-0.0005
2135,-414,48,0.33,0.08,0.92,-0.9,-12,1,0.022,-0.9,0.020,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0011
2136,-427,37,0.57,0.11,0.94,-0.2,-11,-3,0.003,-0.7,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.6,0.020,-0.0009
2137,-494,25,0.27,0.00,1.00,0.6,-10,-4,-0.017,0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.6,0.019,-0.0010
2138,-100,7,-0.19,-0.10,0.57,0.8,-10,14,-0.015,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0005
2139,-24,13,0.08,0.13,0.60,-0.4,-11,-9,0.014,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0007
2140,-93,12,0.19,0.13,0.66,-0.3,-11,-10,0.013,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0008
2141,-191,0,0.19,-0.02,0.69,0.7,-10,4,-0.006,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
2142,-106,-5,0.09,-0.08,0.61,0.9,-10,6,-0.009,0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0008
2143,26,-3,-0.21,0.05,0.52,0.5,-11,-2,-0.005,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0005
2144,-51,-3,0.14,0.07,0.59,0.0,-11,-3,0.013,0.0,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0010
2145,-102,-6,0.34,0.11,0.65,0.6,-10,-5,-0.002,-0.6,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0011
2146,-214,-24,-0.49,-0.03,0.71,0.2,-11,7,-0.016,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
2147,-118,-27,-0.64,-0.03,0.62,-0.5,-11,8,-0.012,-0.2,0.020,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.001,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.5,0.018,-0.0005
2148,-78,-30,-0.44,0.07,0.62,-1.7,-13,-4,0.022,0.0,0.020,0.021,0.021,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,-0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0004
2149,-179,-35,0.25,0.12,0.73,-2.0,-13,-6,0.025,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.6,0.020,-0.0009
2150,-187,-41,0.66,0.09,0.72,-1.2,-12,-2,0.013,-0.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,-0.002,0.000,0.000,0.000,0.6,0.020,-0.0012
2151,-148,-46,0.47,0.05,0.67,0.0,-11,3,-0.021,-0.8,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0011
2152,-132,-50,0.13,0.03,0.65,0.4,-11,1,-0.024,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.5,0.019,-0.0008
2153,-74,-62,-0.23,-0.01,0.58,-0.6,-11,6,0.000,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0006
2154,-1,-63,-0.22,-0.01,0.52,-0.8,-12,6,0.001,0.0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.019,0.019,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.000,0.001,0.000,-0.001,0.000,0.5,0.018,-0.0005
2155,-245,-70,0.31,0.09,0.76,-0.8,-12,1,0.017,-1.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0009
2156,-216,-76,0.52,0.07,0.72,-0.1,-11,6,-0.004,-0.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0008
2157,-228,-80,0.42,0.04,0.75,0.5,-11,-3,-0.011,0.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.6,0.019,-0.0009
